Server_Region,GPU_Hardware,User_Tier,Primary_Workload,Termination_Reason,Session_Duration_Hours,Avg_Compute_Utilization_Pct,RAM_Allocated_GB,Network_Bandwidth_Used_GB,Total_Cost_USD,Session_Start_Date,Session_End_Date
ap-southeast-1,A100 80GB,Free,Web App Hosting,CUDA_Out_Of_Memory,63.3,90,64,53.78,120.91,2026-02-27 14:35:00,2026-03-02 05:53:00
eu-central-1,T4,Pro,Web App Hosting,User_Stopped,18.8,14,16,221.11,60.51,2026-03-24 16:30:00,2026-03-25 11:18:00
us-east-1,T4,Pro,ComfyUI / Stable Diffusion,Hardware_Fault,54.8,100,64,157.97,50.14,2026-03-23 12:21:00,2026-03-25 19:09:00
us-east-1,T4,Enterprise,Web App Hosting,Hardware_Fault,15.1,82,64,42.69,69.79,2026-04-23 04:08:00,2026-04-23 19:14:00
ap-southeast-1,CPU-Only,Free,Web App Hosting,CUDA_Out_Of_Memory,13.5,92,16,165.65,149.02,2026-01-30 23:57:00,2026-01-31 13:27:00
ap-southeast-1,CPU-Only,Enterprise,PyTorch Training,CUDA_Out_Of_Memory,42.8,97,16,32.56,83.29,2026-02-23 18:22:00,2026-02-25 13:10:00
us-east-1,T4,Enterprise,Relational Database,Hardware_Fault,36.8,40,64,25.85,17.2,2026-03-02 07:05:00,2026-03-03 19:53:00
ap-southeast-1,A100 80GB,Free,Web App Hosting,User_Stopped,55.7,87,32,175.04,148.34,2026-01-25 05:08:00,2026-01-27 12:50:00
us-east-1,A100 80GB,Free,PyTorch Training,CUDA_Out_Of_Memory,53.1,67,32,24.97,1.18,2026-04-15 01:41:00,2026-04-17 06:47:00
ap-southeast-1,A100 80GB,Pro,Relational Database,User_Stopped,65.2,56,128,144.05,111.33,2026-02-24 09:38:00,2026-02-27 02:50:00
eu-central-1,T4,Pro,ComfyUI / Stable Diffusion,Out_of_Credit,36.3,63,32,59.98,19.07,2026-03-10 07:11:00,2026-03-11 19:29:00
ap-southeast-1,CPU-Only,Pro,PyTorch Training,CUDA_Out_Of_Memory,61.8,4,32,10.06,129.14,2026-04-28 00:56:00,2026-04-30 14:44:00
us-east-1,RTX 4090,Pro,PyTorch Training,Out_of_Credit,27.3,97,128,25.4,130.13,2026-02-18 01:07:00,2026-02-19 04:25:00
eu-central-1,CPU-Only,Enterprise,Web App Hosting,Out_of_Credit,49.4,0,16,167.12,130.21,2026-01-09 13:46:00,2026-01-11 15:10:00
ap-southeast-1,T4,Pro,PyTorch Training,User_Stopped,21.8,50,16,242.95,62.87,2026-04-12 07:02:00,2026-04-13 04:50:00
ap-southeast-1,A100 80GB,Pro,PyTorch Training,CUDA_Out_Of_Memory,49.3,67,32,88.76,42.1,2026-03-01 12:51:00,2026-03-03 14:09:00
us-east-1,T4,Pro,PyTorch Training,User_Stopped,35.4,88,16,160.94,30.12,2026-04-11 14:05:00,2026-04-13 01:29:00
eu-central-1,RTX 4090,Free,PyTorch Training,Out_of_Credit,20.7,29,16,152.18,144.15,2026-02-01 05:44:00,2026-02-02 02:26:00
us-east-1,CPU-Only,Free,PyTorch Training,Out_of_Credit,32.0,35,64,53.88,20.62,2026-03-21 10:09:00,2026-03-22 18:09:00
eu-central-1,CPU-Only,Free,Web App Hosting,User_Stopped,71.8,26,128,120.95,125.35,2026-01-05 09:56:00,2026-01-08 09:44:00
ap-southeast-1,A100 80GB,Free,Web App Hosting,Out_of_Credit,65.2,29,64,9.33,53.71,2026-02-17 20:22:00,2026-02-20 13:34:00
ap-southeast-1,A100 80GB,Enterprise,Relational Database,Out_of_Credit,41.8,52,16,98.69,50.35,2026-04-03 17:47:00,2026-04-05 11:35:00
us-east-1,T4,Enterprise,PyTorch Training,Out_of_Credit,9.1,1,128,21.59,54.72,2026-03-27 18:46:00,2026-03-28 03:52:00
us-east-1,RTX 4090,Pro,Web App Hosting,User_Stopped,1.6,1,64,92.97,10.86,2026-04-08 10:27:00,2026-04-08 12:03:00
ap-southeast-1,RTX 4090,Enterprise,Relational Database,CUDA_Out_Of_Memory,26.5,41,64,23.43,149.27,2026-03-22 06:19:00,2026-03-23 08:49:00
us-east-1,CPU-Only,Pro,PyTorch Training,Out_of_Credit,49.9,0,32,113.67,76.39,2026-03-27 14:27:00,2026-03-29 16:21:00
ap-southeast-1,RTX 4090,Enterprise,Web App Hosting,Hardware_Fault,45.2,71,32,237.42,121.48,2026-03-28 15:31:00,2026-03-30 12:43:00
eu-central-1,A100 80GB,Free,Web App Hosting,CUDA_Out_Of_Memory,35.0,77,32,74.11,66.68,2026-01-17 18:58:00,2026-01-19 05:58:00
eu-central-1,A100 80GB,Free,PyTorch Training,Out_of_Credit,46.8,60,32,223.27,102.04,2026-04-01 05:34:00,2026-04-03 04:22:00
ap-southeast-1,RTX 4090,Free,Web App Hosting,Hardware_Fault,69.5,14,64,29.14,115.45,2026-01-25 02:25:00,2026-01-27 23:55:00
ap-southeast-1,T4,Pro,ComfyUI / Stable Diffusion,User_Stopped,45.8,65,64,71.74,131.42,2026-01-27 07:14:00,2026-01-29 05:02:00
eu-central-1,A100 80GB,Pro,ComfyUI / Stable Diffusion,Hardware_Fault,62.9,17,64,17.71,90.38,2026-03-24 12:07:00,2026-03-27 03:01:00
eu-central-1,CPU-Only,Free,PyTorch Training,Out_of_Credit,1.2,37,32,189.85,29.37,2026-02-11 18:24:00,2026-02-11 19:36:00
eu-central-1,T4,Pro,PyTorch Training,Out_of_Credit,46.1,13,16,133.3,79.39,2026-03-27 04:44:00,2026-03-29 02:50:00
ap-southeast-1,CPU-Only,Pro,PyTorch Training,Hardware_Fault,8.0,11,128,119.81,28.78,2026-01-14 02:53:00,2026-01-14 10:53:00
eu-central-1,RTX 4090,Enterprise,PyTorch Training,User_Stopped,12.1,42,128,220.95,138.64,2026-03-12 15:51:00,2026-03-13 03:57:00
eu-central-1,A100 80GB,Pro,Web App Hosting,Hardware_Fault,3.0,48,128,78.5,132.79,2026-04-20 06:16:00,2026-04-20 09:16:00
eu-central-1,RTX 4090,Free,ComfyUI / Stable Diffusion,Hardware_Fault,24.1,63,32,224.95,85.76,2026-03-08 20:39:00,2026-03-09 20:45:00
ap-southeast-1,T4,Free,Web App Hosting,User_Stopped,27.0,63,32,141.68,132.25,2026-03-31 06:26:00,2026-04-01 09:26:00
eu-central-1,CPU-Only,Enterprise,ComfyUI / Stable Diffusion,CUDA_Out_Of_Memory,65.9,8,16,142.75,141.42,2026-04-02 18:24:00,2026-04-05 12:18:00
eu-central-1,CPU-Only,Enterprise,PyTorch Training,CUDA_Out_Of_Memory,70.8,39,16,65.29,77.12,2026-01-07 19:15:00,2026-01-10 18:03:00
us-east-1,CPU-Only,Enterprise,Web App Hosting,User_Stopped,63.7,25,32,126.84,103.47,2026-02-01 11:58:00,2026-02-04 03:40:00
eu-central-1,T4,Enterprise,Relational Database,Hardware_Fault,33.7,21,32,148.64,38.99,2026-04-29 23:40:00,2026-05-01 09:22:00
us-east-1,RTX 4090,Free,Web App Hosting,Hardware_Fault,38.4,31,16,150.29,94.32,2026-01-05 19:46:00,2026-01-07 10:10:00
us-east-1,RTX 4090,Free,PyTorch Training,CUDA_Out_Of_Memory,3.7,78,128,80.18,78.66,2026-01-21 08:42:00,2026-01-21 12:24:00
ap-southeast-1,RTX 4090,Enterprise,PyTorch Training,User_Stopped,54.5,92,64,182.45,8.74,2026-03-24 17:47:00,2026-03-27 00:17:00
us-east-1,RTX 4090,Free,ComfyUI / Stable Diffusion,User_Stopped,43.3,14,64,46.96,36.83,2026-02-11 04:10:00,2026-02-12 23:28:00
eu-central-1,RTX 4090,Pro,PyTorch Training,CUDA_Out_Of_Memory,41.0,60,32,178.54,11.18,2026-02-26 19:54:00,2026-02-28 12:54:00
ap-southeast-1,CPU-Only,Pro,ComfyUI / Stable Diffusion,Out_of_Credit,56.9,83,16,37.51,149.84,2026-02-27 18:20:00,2026-03-02 03:14:00
us-east-1,RTX 4090,Enterprise,Web App Hosting,User_Stopped,53.0,20,64,152.19,139.12,2026-03-11 18:42:00,2026-03-13 23:42:00
ap-southeast-1,RTX 4090,Enterprise,Relational Database,Out_of_Credit,28.4,74,64,74.19,120.67,2026-01-12 20:27:00,2026-01-14 00:51:00
ap-southeast-1,A100 80GB,Enterprise,ComfyUI / Stable Diffusion,CUDA_Out_Of_Memory,55.9,91,32,224.29,106.52,2026-01-08 11:12:00,2026-01-10 19:06:00
eu-central-1,RTX 4090,Free,ComfyUI / Stable Diffusion,Out_of_Credit,4.5,80,64,125.43,52.16,2026-03-01 23:18:00,2026-03-02 03:48:00
ap-southeast-1,RTX 4090,Enterprise,Web App Hosting,Hardware_Fault,33.6,45,64,56.81,39.57,2026-03-18 17:59:00,2026-03-20 03:35:00
us-east-1,A100 80GB,Free,Web App Hosting,User_Stopped,30.7,84,128,223.95,27.31,2026-01-13 20:25:00,2026-01-15 03:07:00
us-east-1,A100 80GB,Free,Web App Hosting,Out_of_Credit,1.0,97,128,110.44,44.42,2026-01-11 10:53:00,2026-01-11 11:53:00
eu-central-1,A100 80GB,Enterprise,ComfyUI / Stable Diffusion,User_Stopped,45.3,44,32,137.05,49.09,2026-03-12 11:08:00,2026-03-14 08:26:00
ap-southeast-1,CPU-Only,Enterprise,Web App Hosting,Hardware_Fault,36.2,72,16,248.75,137.66,2026-04-09 08:21:00,2026-04-10 20:33:00
us-east-1,RTX 4090,Enterprise,Relational Database,User_Stopped,43.5,62,32,15.46,13.95,2026-02-24 21:19:00,2026-02-26 16:49:00
ap-southeast-1,CPU-Only,Enterprise,PyTorch Training,Hardware_Fault,35.2,29,128,164.7,98.18,2026-03-26 23:06:00,2026-03-28 10:18:00
us-east-1,CPU-Only,Pro,Relational Database,Hardware_Fault,15.8,86,32,50.87,32.12,2026-03-07 08:52:00,2026-03-08 00:40:00
us-east-1,A100 80GB,Pro,Web App Hosting,Hardware_Fault,11.0,51,64,89.65,96.51,2026-01-30 08:06:00,2026-01-30 19:06:00
ap-southeast-1,RTX 4090,Free,PyTorch Training,CUDA_Out_Of_Memory,69.8,58,16,192.51,134.38,2026-02-28 19:40:00,2026-03-03 17:28:00
eu-central-1,RTX 4090,Enterprise,Relational Database,User_Stopped,56.1,73,128,17.44,85.49,2026-02-13 04:13:00,2026-02-15 12:19:00
ap-southeast-1,RTX 4090,Free,Relational Database,Hardware_Fault,30.3,0,16,100.14,10.81,2026-01-01 15:29:00,2026-01-02 21:47:00
ap-southeast-1,CPU-Only,Pro,PyTorch Training,User_Stopped,37.1,99,32,119.55,12.59,2026-04-14 11:33:00,2026-04-16 00:39:00
ap-southeast-1,T4,Free,ComfyUI / Stable Diffusion,Out_of_Credit,11.1,79,32,114.92,5.61,2026-03-01 23:54:00,2026-03-02 11:00:00
us-east-1,CPU-Only,Pro,Relational Database,Out_of_Credit,33.7,98,16,241.84,74.19,2026-04-13 07:39:00,2026-04-14 17:21:00
ap-southeast-1,CPU-Only,Pro,PyTorch Training,Hardware_Fault,17.5,99,64,236.31,57.27,2026-01-12 12:09:00,2026-01-13 05:39:00
ap-southeast-1,CPU-Only,Free,Web App Hosting,CUDA_Out_Of_Memory,63.0,94,64,115.03,15.62,2026-02-08 22:00:00,2026-02-11 13:00:00
ap-southeast-1,CPU-Only,Enterprise,Relational Database,Hardware_Fault,44.0,30,32,196.96,58.64,2026-04-06 19:47:00,2026-04-08 15:47:00
ap-southeast-1,A100 80GB,Pro,ComfyUI / Stable Diffusion,Out_of_Credit,17.2,77,64,46.72,48.91,2026-03-30 20:42:00,2026-03-31 13:54:00
us-east-1,T4,Free,Relational Database,User_Stopped,34.9,47,32,24.48,108.79,2026-01-18 18:42:00,2026-01-20 05:36:00
us-east-1,CPU-Only,Free,Relational Database,User_Stopped,67.2,11,16,169.36,33.0,2026-03-24 10:30:00,2026-03-27 05:42:00
ap-southeast-1,T4,Free,Web App Hosting,Hardware_Fault,3.5,70,32,86.58,135.33,2026-04-22 02:13:00,2026-04-22 05:43:00
eu-central-1,T4,Free,Web App Hosting,User_Stopped,62.0,32,16,186.1,54.13,2026-03-22 07:17:00,2026-03-24 21:17:00
eu-central-1,A100 80GB,Enterprise,Relational Database,CUDA_Out_Of_Memory,43.8,22,64,234.97,8.33,2026-04-28 15:32:00,2026-04-30 11:20:00
eu-central-1,RTX 4090,Free,Relational Database,User_Stopped,20.6,1,128,31.45,7.79,2026-03-21 16:34:00,2026-03-22 13:10:00
us-east-1,CPU-Only,Pro,Web App Hosting,CUDA_Out_Of_Memory,58.5,74,16,219.52,72.17,2026-01-13 20:11:00,2026-01-16 06:41:00
us-east-1,T4,Pro,PyTorch Training,Out_of_Credit,61.3,66,32,51.9,108.73,2026-04-21 02:06:00,2026-04-23 15:24:00
eu-central-1,RTX 4090,Free,PyTorch Training,User_Stopped,35.3,83,16,26.5,31.99,2026-04-05 14:52:00,2026-04-07 02:10:00
us-east-1,RTX 4090,Pro,Relational Database,CUDA_Out_Of_Memory,62.5,27,32,20.03,2.1,2026-02-07 11:31:00,2026-02-10 02:01:00
ap-southeast-1,T4,Enterprise,Web App Hosting,User_Stopped,24.8,76,32,58.37,109.07,2026-02-28 07:33:00,2026-03-01 08:21:00
ap-southeast-1,RTX 4090,Enterprise,Relational Database,Hardware_Fault,47.5,5,128,109.72,29.19,2026-03-21 15:26:00,2026-03-23 14:56:00
us-east-1,A100 80GB,Enterprise,Web App Hosting,User_Stopped,60.7,41,128,48.91,126.22,2026-01-14 00:35:00,2026-01-16 13:17:00
ap-southeast-1,RTX 4090,Enterprise,PyTorch Training,User_Stopped,56.3,70,32,22.7,6.87,2026-01-04 00:57:00,2026-01-06 09:15:00
ap-southeast-1,T4,Free,Web App Hosting,User_Stopped,12.9,31,128,225.74,71.39,2026-03-28 13:21:00,2026-03-29 02:15:00
us-east-1,T4,Free,Web App Hosting,Hardware_Fault,47.6,24,128,46.12,94.97,2026-01-30 16:20:00,2026-02-01 15:56:00
eu-central-1,T4,Enterprise,Web App Hosting,CUDA_Out_Of_Memory,28.6,81,16,157.95,79.05,2026-03-18 23:33:00,2026-03-20 04:09:00
eu-central-1,CPU-Only,Enterprise,PyTorch Training,User_Stopped,48.8,50,16,106.19,54.2,2026-02-26 08:35:00,2026-02-28 09:23:00
eu-central-1,CPU-Only,Pro,PyTorch Training,Out_of_Credit,15.3,74,128,18.1,67.13,2026-03-02 00:16:00,2026-03-02 15:34:00
us-east-1,CPU-Only,Enterprise,Relational Database,CUDA_Out_Of_Memory,26.8,31,128,156.49,147.35,2026-02-14 11:56:00,2026-02-15 14:44:00
ap-southeast-1,T4,Pro,Relational Database,Out_of_Credit,60.0,41,32,80.97,106.31,2026-04-27 23:47:00,2026-04-30 11:47:00
us-east-1,CPU-Only,Pro,ComfyUI / Stable Diffusion,Hardware_Fault,4.8,13,128,5.91,122.49,2026-01-19 20:03:00,2026-01-20 00:51:00
ap-southeast-1,A100 80GB,Enterprise,PyTorch Training,Out_of_Credit,33.7,68,64,169.92,48.88,2026-03-05 20:54:00,2026-03-07 06:36:00
ap-southeast-1,T4,Free,Web App Hosting,Out_of_Credit,11.2,73,16,42.43,25.94,2026-01-20 17:47:00,2026-01-21 04:59:00
eu-central-1,T4,Enterprise,Web App Hosting,User_Stopped,59.8,26,16,164.35,146.43,2026-03-14 01:17:00,2026-03-16 13:05:00
us-east-1,T4,Pro,Relational Database,Out_of_Credit,16.0,39,64,13.94,119.79,2026-01-13 12:22:00,2026-01-14 04:22:00
eu-central-1,A100 80GB,Enterprise,Relational Database,CUDA_Out_Of_Memory,63.0,57,32,158.74,5.82,2026-04-12 13:48:00,2026-04-15 04:48:00
eu-central-1,A100 80GB,Free,Web App Hosting,User_Stopped,46.0,92,128,135.22,54.02,2026-02-16 03:51:00,2026-02-18 01:51:00
eu-central-1,T4,Enterprise,ComfyUI / Stable Diffusion,User_Stopped,17.8,98,16,18.34,94.15,2026-02-26 12:41:00,2026-02-27 06:29:00
ap-southeast-1,RTX 4090,Enterprise,ComfyUI / Stable Diffusion,User_Stopped,67.1,13,64,172.05,122.22,2026-01-07 12:11:00,2026-01-10 07:17:00
ap-southeast-1,T4,Free,Web App Hosting,User_Stopped,15.0,8,64,48.72,86.36,2026-02-09 19:25:00,2026-02-10 10:25:00
eu-central-1,CPU-Only,Pro,Relational Database,CUDA_Out_Of_Memory,28.8,24,64,87.69,42.61,2026-04-28 20:14:00,2026-04-30 01:02:00
eu-central-1,A100 80GB,Enterprise,Web App Hosting,Hardware_Fault,53.9,28,32,157.3,99.71,2026-01-31 15:57:00,2026-02-02 21:51:00
eu-central-1,T4,Enterprise,Web App Hosting,User_Stopped,26.6,12,64,201.7,83.08,2026-02-20 08:04:00,2026-02-21 10:40:00
ap-southeast-1,T4,Enterprise,Relational Database,User_Stopped,14.1,99,32,45.9,38.1,2026-02-23 08:35:00,2026-02-23 22:41:00
eu-central-1,CPU-Only,Free,PyTorch Training,User_Stopped,53.3,20,128,43.48,47.08,2026-01-18 13:44:00,2026-01-20 19:02:00
us-east-1,A100 80GB,Free,Web App Hosting,User_Stopped,31.9,96,16,168.06,2.04,2026-01-07 16:03:00,2026-01-08 23:57:00
us-east-1,T4,Enterprise,Web App Hosting,CUDA_Out_Of_Memory,5.7,60,128,140.89,87.95,2026-01-08 20:04:00,2026-01-09 01:46:00
us-east-1,A100 80GB,Enterprise,Relational Database,CUDA_Out_Of_Memory,51.9,76,64,19.27,145.05,2026-04-27 04:55:00,2026-04-29 08:49:00
eu-central-1,CPU-Only,Free,Relational Database,CUDA_Out_Of_Memory,23.8,54,16,193.86,110.74,2026-01-26 23:28:00,2026-01-27 23:16:00
us-east-1,CPU-Only,Pro,Web App Hosting,Out_of_Credit,63.4,29,32,180.96,133.48,2026-02-08 23:18:00,2026-02-11 14:42:00
eu-central-1,A100 80GB,Free,Web App Hosting,Out_of_Credit,58.4,41,32,203.89,6.84,2026-01-27 06:37:00,2026-01-29 17:01:00
eu-central-1,RTX 4090,Free,PyTorch Training,Hardware_Fault,69.9,73,64,162.63,104.57,2026-04-12 07:37:00,2026-04-15 05:31:00
ap-southeast-1,A100 80GB,Free,Web App Hosting,Out_of_Credit,3.4,68,32,174.59,138.34,2026-01-10 06:48:00,2026-01-10 10:12:00
us-east-1,CPU-Only,Enterprise,PyTorch Training,Hardware_Fault,43.0,9,64,79.56,85.47,2026-01-22 07:24:00,2026-01-24 02:24:00
eu-central-1,CPU-Only,Enterprise,Relational Database,CUDA_Out_Of_Memory,52.9,74,128,8.65,110.98,2026-03-22 12:55:00,2026-03-24 17:49:00
us-east-1,RTX 4090,Pro,Relational Database,Hardware_Fault,62.4,6,32,144.51,119.74,2026-04-12 21:51:00,2026-04-15 12:15:00
ap-southeast-1,CPU-Only,Pro,PyTorch Training,CUDA_Out_Of_Memory,26.1,31,16,17.33,103.96,2026-04-07 18:23:00,2026-04-08 20:29:00
ap-southeast-1,A100 80GB,Pro,Relational Database,Out_of_Credit,61.2,22,32,104.42,11.97,2026-04-01 21:02:00,2026-04-04 10:14:00
eu-central-1,CPU-Only,Pro,Web App Hosting,CUDA_Out_Of_Memory,50.6,58,32,129.16,126.7,2026-04-16 03:29:00,2026-04-18 06:05:00
us-east-1,RTX 4090,Enterprise,PyTorch Training,User_Stopped,14.4,34,128,33.47,54.88,2026-04-29 07:48:00,2026-04-29 22:12:00
us-east-1,RTX 4090,Pro,PyTorch Training,CUDA_Out_Of_Memory,53.9,63,128,102.28,60.12,2026-03-20 21:32:00,2026-03-23 03:26:00
eu-central-1,CPU-Only,Free,Relational Database,Out_of_Credit,51.8,73,16,210.42,50.57,2026-03-22 03:56:00,2026-03-24 07:44:00
ap-southeast-1,T4,Enterprise,PyTorch Training,Out_of_Credit,36.7,82,32,201.76,139.09,2026-02-24 08:00:00,2026-02-25 20:42:00
ap-southeast-1,RTX 4090,Free,PyTorch Training,Out_of_Credit,68.9,14,64,204.05,46.94,2026-01-08 20:50:00,2026-01-11 17:44:00
ap-southeast-1,T4,Pro,Web App Hosting,Hardware_Fault,56.2,28,64,160.51,63.77,2026-01-15 09:18:00,2026-01-17 17:30:00
ap-southeast-1,CPU-Only,Free,ComfyUI / Stable Diffusion,User_Stopped,33.5,31,128,233.81,50.48,2026-04-21 15:26:00,2026-04-23 00:56:00
us-east-1,RTX 4090,Free,ComfyUI / Stable Diffusion,CUDA_Out_Of_Memory,41.3,88,128,97.72,90.42,2026-04-23 13:16:00,2026-04-25 06:34:00
us-east-1,RTX 4090,Pro,PyTorch Training,CUDA_Out_Of_Memory,37.5,69,128,193.47,73.49,2026-01-26 20:08:00,2026-01-28 09:38:00
eu-central-1,T4,Pro,PyTorch Training,User_Stopped,67.4,80,64,212.73,65.0,2026-03-04 23:55:00,2026-03-07 19:19:00
us-east-1,A100 80GB,Free,PyTorch Training,User_Stopped,45.4,18,16,155.51,144.38,2026-02-11 18:55:00,2026-02-13 16:19:00
us-east-1,CPU-Only,Free,PyTorch Training,CUDA_Out_Of_Memory,65.6,66,128,229.08,85.14,2026-04-25 23:44:00,2026-04-28 17:20:00
ap-southeast-1,CPU-Only,Pro,ComfyUI / Stable Diffusion,Hardware_Fault,11.1,53,64,48.61,138.76,2026-01-15 14:21:00,2026-01-16 01:27:00
ap-southeast-1,RTX 4090,Pro,Relational Database,Out_of_Credit,11.4,18,16,168.93,21.48,2026-03-27 12:03:00,2026-03-27 23:27:00
ap-southeast-1,T4,Enterprise,Relational Database,Hardware_Fault,32.6,93,32,207.24,26.1,2026-03-30 17:51:00,2026-04-01 02:27:00
eu-central-1,T4,Free,Web App Hosting,Hardware_Fault,9.6,88,128,97.04,42.51,2026-01-30 22:07:00,2026-01-31 07:43:00
us-east-1,RTX 4090,Enterprise,ComfyUI / Stable Diffusion,User_Stopped,41.1,14,32,13.11,52.7,2026-01-05 22:58:00,2026-01-07 16:04:00
eu-central-1,T4,Pro,ComfyUI / Stable Diffusion,CUDA_Out_Of_Memory,53.8,87,128,53.21,49.02,2026-03-21 15:27:00,2026-03-23 21:15:00
eu-central-1,A100 80GB,Free,Web App Hosting,Hardware_Fault,62.8,68,64,79.07,97.77,2026-01-20 12:57:00,2026-01-23 03:45:00
eu-central-1,RTX 4090,Free,Relational Database,Hardware_Fault,67.4,53,64,107.65,36.45,2026-02-13 04:44:00,2026-02-16 00:08:00
ap-southeast-1,RTX 4090,Pro,Web App Hosting,User_Stopped,7.2,27,64,228.53,33.49,2026-01-30 04:32:00,2026-01-30 11:44:00
us-east-1,T4,Enterprise,ComfyUI / Stable Diffusion,Hardware_Fault,31.2,61,64,27.84,40.8,2026-01-06 00:13:00,2026-01-07 07:25:00
eu-central-1,CPU-Only,Enterprise,PyTorch Training,CUDA_Out_Of_Memory,64.8,72,64,141.87,59.73,2026-04-09 21:25:00,2026-04-12 14:13:00
us-east-1,RTX 4090,Pro,PyTorch Training,Out_of_Credit,16.9,20,16,68.65,68.02,2026-02-22 04:12:00,2026-02-22 21:06:00
eu-central-1,T4,Pro,ComfyUI / Stable Diffusion,CUDA_Out_Of_Memory,5.0,0,32,25.21,3.03,2026-02-04 04:36:00,2026-02-04 09:36:00
eu-central-1,RTX 4090,Free,PyTorch Training,Hardware_Fault,22.3,78,64,234.41,4.99,2026-01-15 16:12:00,2026-01-16 14:30:00
us-east-1,CPU-Only,Free,Web App Hosting,User_Stopped,18.6,87,128,119.48,36.28,2026-03-01 08:21:00,2026-03-02 02:57:00
ap-southeast-1,RTX 4090,Pro,Web App Hosting,CUDA_Out_Of_Memory,58.3,4,64,153.73,132.51,2026-02-13 01:48:00,2026-02-15 12:06:00
ap-southeast-1,CPU-Only,Pro,Web App Hosting,CUDA_Out_Of_Memory,19.0,62,128,161.43,43.8,2026-03-09 11:42:00,2026-03-10 06:42:00
eu-central-1,A100 80GB,Free,Web App Hosting,Hardware_Fault,22.9,49,32,23.21,37.39,2026-02-07 15:09:00,2026-02-08 14:03:00
eu-central-1,CPU-Only,Pro,Relational Database,Hardware_Fault,19.4,61,128,7.57,72.74,2026-01-22 23:26:00,2026-01-23 18:50:00
ap-southeast-1,A100 80GB,Pro,PyTorch Training,User_Stopped,12.5,97,128,195.99,82.73,2026-04-19 23:02:00,2026-04-20 11:32:00
eu-central-1,A100 80GB,Free,Web App Hosting,Out_of_Credit,60.2,92,16,202.7,35.34,2026-03-24 10:36:00,2026-03-26 22:48:00
eu-central-1,T4,Enterprise,Relational Database,Out_of_Credit,13.1,97,32,4.82,55.63,2026-04-23 18:37:00,2026-04-24 07:43:00
ap-southeast-1,RTX 4090,Pro,ComfyUI / Stable Diffusion,Hardware_Fault,47.9,37,64,21.33,30.85,2026-01-06 07:58:00,2026-01-08 07:52:00
us-east-1,T4,Free,ComfyUI / Stable Diffusion,Hardware_Fault,60.1,15,32,237.18,71.78,2026-01-02 06:36:00,2026-01-04 18:42:00
ap-southeast-1,T4,Enterprise,PyTorch Training,User_Stopped,47.1,35,64,176.82,88.67,2026-04-28 09:24:00,2026-04-30 08:30:00
eu-central-1,RTX 4090,Free,PyTorch Training,User_Stopped,41.9,62,32,249.53,96.34,2026-04-08 09:08:00,2026-04-10 03:02:00
eu-central-1,T4,Free,Web App Hosting,Hardware_Fault,2.1,60,64,40.08,49.48,2026-04-26 08:06:00,2026-04-26 10:12:00
eu-central-1,T4,Free,PyTorch Training,CUDA_Out_Of_Memory,61.7,74,128,97.12,32.33,2026-04-17 02:29:00,2026-04-19 16:11:00
us-east-1,A100 80GB,Enterprise,ComfyUI / Stable Diffusion,User_Stopped,56.7,74,64,116.29,103.29,2026-03-23 09:23:00,2026-03-25 18:05:00
us-east-1,CPU-Only,Pro,Web App Hosting,Hardware_Fault,54.8,2,128,180.05,89.34,2026-02-09 23:03:00,2026-02-12 05:51:00
eu-central-1,T4,Free,Relational Database,CUDA_Out_Of_Memory,29.6,27,16,20.0,72.24,2026-01-06 16:58:00,2026-01-07 22:34:00
us-east-1,CPU-Only,Enterprise,Web App Hosting,Hardware_Fault,4.0,11,128,209.12,41.38,2026-01-22 00:21:00,2026-01-22 04:21:00
us-east-1,CPU-Only,Free,Relational Database,CUDA_Out_Of_Memory,26.1,9,128,125.45,79.77,2026-04-16 07:39:00,2026-04-17 09:45:00
us-east-1,T4,Free,Relational Database,Out_of_Credit,22.9,1,16,199.7,23.97,2026-01-27 09:37:00,2026-01-28 08:31:00
eu-central-1,A100 80GB,Pro,Web App Hosting,Out_of_Credit,68.2,7,64,59.21,13.83,2026-04-02 11:16:00,2026-04-05 07:28:00
eu-central-1,CPU-Only,Pro,ComfyUI / Stable Diffusion,User_Stopped,33.1,75,64,194.06,27.48,2026-02-23 05:14:00,2026-02-24 14:20:00
eu-central-1,A100 80GB,Free,PyTorch Training,CUDA_Out_Of_Memory,29.6,72,128,6.75,41.83,2026-03-08 18:22:00,2026-03-09 23:58:00
us-east-1,T4,Pro,ComfyUI / Stable Diffusion,User_Stopped,43.4,24,16,212.35,2.97,2026-01-19 17:41:00,2026-01-21 13:05:00
ap-southeast-1,A100 80GB,Free,PyTorch Training,User_Stopped,27.4,70,128,57.89,47.33,2026-03-27 01:25:00,2026-03-28 04:49:00
us-east-1,T4,Enterprise,Relational Database,Hardware_Fault,28.6,68,16,159.35,99.44,2026-03-26 19:09:00,2026-03-27 23:45:00
eu-central-1,A100 80GB,Free,Web App Hosting,CUDA_Out_Of_Memory,6.5,19,16,48.91,137.02,2026-01-24 10:52:00,2026-01-24 17:22:00
us-east-1,A100 80GB,Pro,PyTorch Training,User_Stopped,57.7,100,128,21.64,30.07,2026-01-24 23:24:00,2026-01-27 09:06:00
eu-central-1,A100 80GB,Enterprise,Relational Database,Hardware_Fault,27.4,33,16,141.53,48.99,2026-04-27 03:59:00,2026-04-28 07:23:00
